run#,DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,UB,Algorithm,Stochastic,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Algorithm Msgs Counter,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors
44,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9861,6038.0,1.0,6038.0,6038.0,59.0,25057.0,346.0,346.0,0.0,1.0,1.0
45,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9881,5936.0,1.0,5936.0,5936.0,59.0,25445.0,128.0,128.0,0.0,1.0,1.0
46,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9958,6872.0,1.0,6872.0,6872.0,66.0,30796.0,272.0,272.0,0.0,1.0,1.0
47,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9878,6314.0,1.0,6314.0,6314.0,62.0,27128.0,390.0,390.0,0.0,1.0,1.0
48,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9891,7277.0,1.0,7277.0,7277.0,67.0,32278.0,446.0,446.0,0.0,1.0,1.0
49,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9880,7539.0,1.0,7539.0,7539.0,59.0,29933.0,224.0,224.0,0.0,1.0,1.0
50,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9980,7434.0,1.0,7434.0,7434.0,58.0,29825.0,373.0,373.0,0.0,1.0,1.0
51,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9955,6482.0,1.0,6482.0,6482.0,59.0,27838.0,161.0,161.0,0.0,1.0,1.0
52,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9871,5975.0,1.0,5975.0,5975.0,67.0,28781.0,274.0,274.0,0.0,1.0,1.0
53,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9851,7127.0,1.0,7127.0,7029.0,59.0,29063.0,150.0,150.0,0.0,1.0,1.0
54,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9916,6853.0,1.0,6853.0,6853.0,70.0,32746.0,213.0,213.0,0.0,1.0,1.0
55,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9952,7339.0,1.0,7339.0,7339.0,58.0,28575.0,425.0,425.0,0.0,1.0,1.0
56,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9854,7189.0,1.0,7189.0,7189.0,55.0,25772.0,362.0,362.0,0.0,1.0,1.0
57,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9870,6344.0,1.0,6344.0,6344.0,71.0,30809.0,376.0,376.0,0.0,1.0,1.0
58,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9998,6581.0,1.0,6611.0,6581.0,67.0,29446.0,132.0,132.0,30.0,1.0,1.0
59,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9945,7218.0,1.0,7218.0,7218.0,58.0,27762.0,131.0,131.0,0.0,1.0,1.0
60,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9909,7001.0,1.0,7001.0,7001.0,56.0,25540.0,254.0,254.0,0.0,1.0,1.0
61,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9903,6603.0,1.0,6603.0,6603.0,67.0,31429.0,157.0,157.0,0.0,1.0,1.0
62,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9928,7215.0,1.0,7215.0,7215.0,63.0,29997.0,249.0,249.0,0.0,1.0,1.0
63,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9937,7501.0,1.0,7501.0,7501.0,63.0,30889.0,242.0,242.0,0.0,1.0,1.0
64,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9889,7255.0,1.0,7255.0,7255.0,67.0,32447.0,218.0,218.0,0.0,1.0,1.0
65,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9853,7441.0,1.0,7441.0,7441.0,55.0,26734.0,260.0,260.0,0.0,1.0,1.0
66,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9861,7158.0,1.0,7158.0,7158.0,53.0,26035.0,165.0,165.0,0.0,1.0,1.0
67,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9834,7039.0,1.0,7039.0,7039.0,58.0,27566.0,278.0,278.0,0.0,1.0,1.0
68,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9938,6606.0,1.0,6606.0,6606.0,71.0,32419.0,248.0,248.0,0.0,1.0,1.0
69,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9990,6331.0,1.0,6331.0,6331.0,67.0,29371.0,288.0,288.0,0.0,1.0,1.0
70,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9891,6416.0,1.0,6416.0,6416.0,56.0,25796.0,112.0,112.0,0.0,1.0,1.0
71,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9891,6967.0,1.0,6967.0,6967.0,46.0,21005.0,332.0,332.0,0.0,1.0,1.0
72,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9908,6652.0,1.0,6652.0,6652.0,59.0,27390.0,272.0,272.0,0.0,1.0,1.0
73,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9954,6132.0,1.0,6132.0,6103.0,66.0,28035.0,264.0,264.0,0.0,1.0,1.0
74,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9861,6119.0,1.0,6119.0,6119.0,59.0,24817.0,312.0,312.0,0.0,1.0,1.0
75,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9954,7000.0,1.0,7000.0,7000.0,63.0,28812.0,235.0,235.0,0.0,1.0,1.0
76,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9986,6221.0,1.0,6221.0,6221.0,67.0,28558.0,73.0,73.0,0.0,1.0,1.0
77,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9901,7599.0,1.0,7599.0,7599.0,67.0,34030.0,353.0,353.0,0.0,1.0,1.0
78,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9971,7094.0,1.0,7094.0,7094.0,59.0,27274.0,266.0,266.0,0.0,1.0,1.0
79,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9909,7698.0,1.0,7698.0,7698.0,56.0,28269.0,214.0,214.0,0.0,1.0,1.0
80,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9959,6520.0,1.0,6520.0,6520.0,63.0,28188.0,403.0,403.0,0.0,1.0,1.0
81,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9942,8306.0,1.0,8306.0,8306.0,56.0,29865.0,218.0,218.0,0.0,1.0,1.0
82,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9961,6598.0,1.0,6598.0,6598.0,63.0,29140.0,284.0,284.0,0.0,1.0,1.0
83,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9871,7993.0,1.0,7993.0,7993.0,53.0,27744.0,439.0,439.0,0.0,1.0,1.0
84,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9891,6353.0,1.0,6353.0,6247.0,56.0,24717.0,314.0,314.0,0.0,1.0,1.0
85,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9861,6885.0,1.0,6885.0,6885.0,59.0,27150.0,224.0,224.0,0.0,1.0,1.0
86,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9952,5931.0,1.0,5931.0,5931.0,62.0,26294.0,150.0,150.0,0.0,1.0,1.0
87,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9851,5624.0,1.0,5624.0,5624.0,59.0,24672.0,295.0,295.0,0.0,1.0,1.0
88,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9861,7279.0,1.0,7279.0,7279.0,59.0,27369.0,339.0,339.0,0.0,1.0,1.0
89,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9923,6337.0,1.0,6337.0,6337.0,67.0,29669.0,356.0,356.0,0.0,1.0,1.0
90,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9848,6162.0,1.0,6162.0,6162.0,52.0,22407.0,234.0,234.0,0.0,1.0,1.0
91,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9891,6636.0,1.0,6636.0,6636.0,67.0,31443.0,223.0,223.0,0.0,1.0,1.0
92,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9985,6851.0,1.0,6851.0,6851.0,63.0,28914.0,259.0,259.0,0.0,1.0,1.0
93,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9844,7385.0,1.0,7385.0,7385.0,62.0,30911.0,186.0,186.0,0.0,1.0,1.0
94,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9861,6855.0,1.0,6855.0,6855.0,53.0,25991.0,303.0,303.0,0.0,1.0,1.0
95,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9910,6432.0,1.0,6432.0,6432.0,57.0,25280.0,464.0,464.0,0.0,1.0,1.0
96,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9918,7073.0,1.0,7073.0,7073.0,63.0,29803.0,228.0,228.0,0.0,1.0,1.0
97,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9851,6522.0,1.0,6522.0,6516.0,59.0,25911.0,164.0,164.0,0.0,1.0,1.0
98,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9981,8290.0,1.0,8290.0,8290.0,51.0,26624.0,454.0,454.0,0.0,1.0,1.0
99,Random Uniform 0.2,Perfect Communication,w Timestamp,0.05,0.0,DSA_ASY,0.7,9887,6363.0,1.0,6363.0,6363.0,56.0,24369.0,235.0,235.0,0.0,1.0,1.0
0,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9922,6532.0,1.0,6532.0,6532.0,36.0,9863.0,247.0,247.0,0.0,1.0,1.0
1,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9871,6803.0,1.0,6803.0,6803.0,60.0,14686.0,173.0,173.0,0.0,1.0,1.0
2,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9895,6619.0,1.0,6619.0,6619.0,61.0,14654.0,182.0,182.0,0.0,1.0,1.0
3,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9735,5867.0,1.0,5867.0,5867.0,62.0,13994.0,256.0,256.0,0.0,1.0,1.0
4,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9981,5933.0,1.0,5933.0,5933.0,71.0,15939.0,266.0,266.0,0.0,1.0,1.0
5,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9932,7323.0,1.0,7323.0,7323.0,67.0,17334.0,283.0,283.0,0.0,1.0,1.0
6,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9877,6466.0,1.0,6461.5,6466.0,48.0,12052.0,86.0,86.0,4.5,1.0,1.0
7,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9941,6947.0,1.0,6947.0,6947.0,58.0,15205.0,266.0,266.0,0.0,1.0,1.0
8,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9948,7727.0,1.0,7727.0,7727.0,57.0,15251.0,196.0,196.0,0.0,1.0,1.0
9,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9983,6763.0,1.0,6763.0,6763.0,64.0,15578.0,296.0,296.0,0.0,1.0,1.0
10,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9881,6586.0,1.0,6586.0,6586.0,68.0,16737.0,248.0,248.0,0.0,1.0,1.0
11,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9903,6709.0,1.0,6709.0,6709.0,59.0,13836.0,268.0,268.0,0.0,1.0,1.0
12,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9858,6549.0,1.0,6549.0,6549.0,63.0,14735.0,323.0,323.0,0.0,1.0,1.0
13,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9991,6641.0,1.0,6641.0,6641.0,60.0,14254.0,344.0,344.0,0.0,1.0,1.0
14,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9882,6971.0,1.0,6971.0,6971.0,67.0,16746.0,317.0,317.0,0.0,1.0,1.0
15,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9924,6966.0,1.0,6966.0,6966.0,63.0,15136.0,319.0,319.0,0.0,1.0,1.0
16,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9913,6085.0,1.0,6085.0,6085.0,67.0,14731.0,76.0,76.0,0.0,1.0,1.0
17,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9935,6814.0,1.0,6814.0,6814.0,67.0,16420.0,242.0,242.0,0.0,1.0,1.0
18,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9920,7433.0,1.0,7433.0,7433.0,66.0,17026.0,326.0,326.0,0.0,1.0,1.0
19,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9992,6968.0,1.0,6968.0,6968.0,68.0,16124.0,264.0,264.0,0.0,1.0,1.0
20,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9940,6303.0,1.0,6303.0,6303.0,71.0,16203.0,279.0,279.0,0.0,1.0,1.0
21,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9930,6329.0,1.0,6329.0,6329.0,72.0,16404.0,292.0,292.0,0.0,1.0,1.0
22,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9931,7464.0,1.0,7464.0,7464.0,64.0,16526.0,331.0,331.0,0.0,1.0,1.0
23,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9981,6555.0,1.0,6555.0,6555.0,60.0,14952.0,235.0,235.0,0.0,1.0,1.0
24,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9973,7037.0,1.0,7037.0,7037.0,57.0,13836.0,293.0,293.0,0.0,1.0,1.0
25,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9871,7212.0,1.0,7212.0,7161.0,60.0,15251.0,296.0,296.0,0.0,1.0,1.0
26,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9902,6719.0,1.0,6719.0,6719.0,60.0,14698.0,134.0,134.0,0.0,1.0,1.0
27,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9986,7124.0,1.0,7124.0,7124.0,64.0,15891.0,372.0,372.0,0.0,1.0,1.0
28,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9878,7046.0,1.0,7046.0,7046.0,61.0,15128.0,302.0,302.0,0.0,1.0,1.0
29,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9991,7331.0,1.0,7331.0,7331.0,61.0,15375.0,192.0,192.0,0.0,1.0,1.0
30,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9951,6649.0,1.0,6649.0,6649.0,51.0,12915.0,233.0,233.0,0.0,1.0,1.0
31,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9960,7401.0,1.0,7401.0,7401.0,55.0,13450.0,468.0,468.0,0.0,1.0,1.0
32,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9929,6612.0,1.0,6612.0,6612.0,57.0,13658.0,465.0,465.0,0.0,1.0,1.0
33,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9894,6910.0,1.0,6910.0,6910.0,63.0,15013.0,201.0,201.0,0.0,1.0,1.0
34,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9947,6867.0,1.0,6867.0,6867.0,52.0,14710.0,244.0,244.0,0.0,1.0,1.0
35,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9918,5771.0,1.0,5771.0,5771.0,70.0,15120.0,313.0,313.0,0.0,1.0,1.0
36,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9844,7793.0,1.0,7793.0,7793.0,63.0,16862.0,157.0,157.0,0.0,1.0,1.0
37,Random Uniform 0.2,Perfect Communication,w Timestamp,0.5,0.0,DSA_ASY,0.7,9967,6745.0,1.0,6751.0,6745.0,64.0,15740.0,366.0,385.0,6.0,1.0,1.0
